labels,text
1,it is clear that insufficient progress has been made in many workplaces and elsewhere in our society to deal with this cancer
1,we trust that the human rights commission will help us to deal with this matter firmly and continuously by encouraging the public to report all instances of racism so that these can be brought to light
1,the government has discussed this matter and is committed to carry out its constitutional obligation of transforming our country into a non-racial society
1, the situation cannot be allowed in which anyone acts in a manner which perpetuates the practice of apartheid
1,both the government and the people as a whole share a common obligation to live up to the very purpose of the struggle that millions of people waged of ending racism in our country and ensuring the equality of all our people
1,one of the most sensitive matters we must address this year is the establishment of the truth and reconciliation commission
1, we must move towards this as speedily as possible so as to remove all the uncertainties that have been created through the protracted discussion of this issue
1,the legislature is currently discussing the bill dealing with this matter and is receiving public submissions
1, i would like to urge that we achieve speedy progress in this regard
1,i would also like to draw the attention of the legislature and the country as a whole that our purpose in establishing the truth and reconciliation commission is both to obtain the truth and to reinforce the process of reconciliation which our country needs
1,nothing we do should lead to the heightening of tensions and the rekindling of the violent political conflicts which we have succeeded so well to bring under reasonable control
1,this must also be borne in mind that many of us who suffered quite significantly as a result of apartheid repression are making no demands which would result in vengeance against or persecution of those who might have harmed us or those close to us
1,urgent steps are also required to end the continuing political violence in the province of kwazulu-natal
1, this is both a law-enforcement issue and a matter for the political parties and leaders in the province to address
1,if we claim to be genuine leaders of our people it must surely be one of our principle tasks to end the killing both to save lives and to create the climate of peace and stability which we need to develop the province which is among the poorest areas in the country
1,progress has been made with regard to the basic challenge of building a better life for all our people
1,some of the projects which we announced last year including the feeding of school children and the provision of free health services to certain sections of our population have been implemented
1,it is necessary that we draw the necessary lessons from our experience in this effort to meet the basic needs of the people
1,one of these as we have stated already is that the government has very limited resources to address the multiple and urgent needs of our people
1,it is therefore critical that we determine a proper set of priorities on which we should focus to effect a visible and sustainable improvement in the lives of the people
1, it is also important that we implement any projects in this regard not in an ad-hoc manner but within the context of 5-year and other medium and long-term plans and projections
1,the cabinet has discussed this matter and decided on our priorities which will include rural and urban development human resource development job creation and health
1,detailed inter-departmental work is now going on to elaborate plans reflecting this focus to ensure that the government uses in a rational and effective manner the limited resources at its disposal
1, in this regard government will not make any commitments which it cannot meet on a continuous basis
1,as compared to the time last year when we had to announce programmes for transformation without detailed preparation of implementable and affordable plans we are now in the fortunate situation that we are well on the way to finalising detailed plans to meet our firm commitment to build a better life for all south africans
1,once they are ready and after the necessary consultation with the elected representatives at both national and provincial levels the local community structures and the public at large we are determined this year to move speedily to expedite the process of social transformation and the improvement of the quality of life of our people which is required of us in the context of our programme for reconstruction and development
1,this will be one of the high points in our national life this year when we announce realistic targets with regard to such needs as houses clean water primary health care and jobs
1,i must repeat that it is our firm intention that we set these targets within the parameters of what the budget can carry consistent with our objective of ensuring fiscal discipline
1,we will be able to achieve this degree of precision because of the significant progress that has been made in the various ministries at both national and provincial levels with regard both to the reorganisation and strengthening these structures and the elaboration of policies aimed at the fundamental transformation of our country
1,for this we should salute the ministers the premiers the directors general and other members of the public service for the work they have done to increase the capacity of government to engage in the process of transformation
1,with regard to this critical matter of socio-economic transformation i would once again like to draw attention to the important role that nedlac will have to play to ensure effective co-ordination and partnership between government labour business and community-based organisations
1,this body will play a critical role in helping to develop the consensus we need with regard to the critical challenges of reconstruction and development including economic growth socio-economic improvement and the involvement of all stakeholders in all decision-making processes
1,in a sense nedlac and other fora where consensus is being achieved across the social spectrum are crucial power houses of our nation-building and reconstruction efforts
1, they are the engine which cannot be derailed by the whims of individuals or political parties
1,as the year begins there are signs that our economy is beginning to pick up
1, the government sondiers it a matter of critical importance that everything should be done to encourage a climate conducive to sustained and high levels of economic growth
1,we are therefore ready to deal and have been dealing with all matters that are relevant to this goal in particular to ensure the creation of an investor-friendly climate
1,everything must be done to encourage a significant upward movement in the rate of investment to increase the productive capacity of the economy to modernise and restructure the economy to create jobs and to increase our international competitiveness
1,with regard to these economic issues i would also like to emphasise our continuing commitments to fiscal discipline including the reduction of the budget deficit the reduction of the share of the national income that accrues to government and the reorientation of government expenditure away from recurrent disbursements towards investment
1,the relevant authorities including the reserve bank remain seized of the issue of the two-tier exchange rate and the general question of foreign exchange controls
1, these matters will be addressed with the necessary speed and the equally necessary sense of responsibility towards the economy as a whole
1,at the same time the government is working as expeditiously as possible to address the question of the reorganisation of state assets
1,with regard to these assets our objective is to ensure that they are used in a conscious and consistent manner to address the objectives of the rdp one of these must surely be to reduce the public debt and therefore the burden of servicing this debt so that more public funds can be released to address the needs of the people
1,this year parliament will be faced with a heavy load of extremely important legislation that it will have to deal with
1, the importance of this legislation derives from the fact that it will be transformative in character aimed at the creation of the social order which for which many struggled and sacrificed
1,one of these pieces of legislation is the labour relations bill which represents not only a decisive shift from our adversarial past in labour relations but also our commitment to a more democratic style of governance
1,while correctly entrenching the right of workers to resort to strike action the bill places emphasis on conciliation and negotiation of disputes and should contribute significantly to reducing the level of unnecessary industrial action and creating greater possibilities for joint action between government labour and business to build a prosperous and just society
1,similarly white papers and legislation will be introduced covering such areas as education health housing water affairs safety and security defence truth and reconciliation freedom of information land affairs the public service welfare and so on to say nothing of the 1995-96 budget
1,this will undoubtedly tax the energies of the members and resources of parliament
1, however we will have to ensure that we deal with all this legislation as expeditiously as possible while consulting the people also as extensively as possible
1,we should therefore have an exciting session which should inspire all or people as they see their elected representatives create the legislative framework which will mark our continued movement away from the past towards the people-centred society we seek to construct
1,we will also have to ensure that the constitutional assembly makes progress towards the drafting to the new constitution
1, it is important that this should be done so that we can have certainty as soon as possible about the constitutional framework within which the country should be governed
1,it may be worth repeating that we seek a constitution that is acceptable to the people as a whole
1, it was for this reason that all of those who participated in the drafting of the present constitution agreed to the concept of special majorities and an entrenchment set of principles
1,as we negotiate the new constitution it is necessary to bear these observation in mind and conduct ourselves in a manner that ensures that we have as inclusive a process as possible
1,it seems necessary that there should be close co-operation and co-ordination between the legislature and the constitutional assembly with regard to the issue of consultation with the public as both these bodies will be seeking to reach as many people as possible during this year
1,we will have to conduct the processes of public consultation in a manner that is both cost effective and enables the people genuinely to contribute both to the legislative and the constitutional debates
1,this year the nations will be observing the related 50th anniversaries of the end of the second world war and the establishment of the united nations organisation
1,coming as we do from our own specific past it will be important that we join in the observance of these historic events
1, thus should we affirm our own commitment to the vision contained in the universal declaration on human rights the un charter and other important legal instruments and conventions that the un has evolved to deal with the issues of racism war and peace human rights and development
1,among these conventions which will be ratified during the course of this parliamentary session is the very important international convention on the rights of the child
1,we might also want to use this occasion to make our contribution to the international debate about the new world order focusing in particular on such matters as a democratic international political order universal prosperity peace and stability - all of which are questions of great relevance to our own continent of africa
1,in this regard the un social summit next month and the international womens conference in beijing later in the year will be crucial fora in which we should make our own humble contribution to the effort to create a better world
1,in this context during this year we will pay particular attention to the all-round development and strengthening of our relations with our neighbours in southern africa especially within the context of the sadc
1,we are all inspired by the reality of progressive developments in our region during the recent period
1,these include the successful democratic elections in malawi mozambique namibia botswana and our own country the restoration of democracy in lesotho and the signing of the angola peace agreement
1, all this augurs well for the future of all our peoples
1,at the same time we are all aware of the tensions that are building up with regard to population movements within our region
1, we must treat this matter with all due sensitivity conscious of the history of our region including the destruction caused by the policy of aggression and destabilisation carried out by the previous regime
1,in all our actions we must move from the position that the fundamental objective we must pursue is friendship co-operation and solidarity among the peoples of our region
1,we rake this opportunity to wish the people of angola well and once more to convey to them and all their leaders our willingness to contribute whatever we can to assist in the establishment of a permanent peace and the strengthening of the democratic order
1,we will continue to make our contribution to the strengthening of the oau which remains an important instrument that we all need to address the serious concerns of the peoples of our continent
1,we also hope to conclude our negotiations with the european union as soon as possible to strengthen our economic and other relations with this important group of countries in a manner that does not disadvantage any other country
1,in a fortnight will also be established the joint south africa - united states commission which will supervise the important process of strengthening the relations between ourselves and the united states of america
1,in a few days the prime minister of sweden will arrive in this city
1, we welcome this visit by the leader of one of the scandinavian countries all of which played such an important role in the struggle for the emancipation of all our people
1,the visit also emphasises the positive manner in which our relations with the rest of the world are developing
1, it will be followed by other visits as well our own to other countries in the interest of our own development and in the interest of a better world for all peoples
1,this parliament has through death lost some of the best among us
1, these include firoza adam thomas nkobi and joe slovo
1, let the results of this second session of our democratic parliament serve as our salute to them and a tribute to their memory
1, i am certain you will not fail them
1,i have the honour to declare the second session of our democratic parliament open
1,thank you
1,honourable president and deputy president of the senate
1,honourable speaker and deputy speaker of the national assembly
1,chairperson and deputy chairperson of the constitutional assembly
1,deputy presidents minister and deputy minister
1,provincial premiers
1,chief justice
1,president of the constitutional court
1,leaders of our security services
1,directors-general and leaders of the public service
1,honourable members of parliament
1,distinguished guests
1,ladies and gentlemen
1,today in the streets of johannesburg the new patriotism of our new democracy once again asserts itself as citizens of that city express their appreciation for the feat of our soccer team in the african nations cup
1, this is bound to replay itself in other cities adding to the crowning glory of our rugby world champions
1,our sports-persons are performing beyond the nations wildest expectations
1, on and off the field they are uniting our nation like never before by their determination to do the best for their country
1,such is the true character of south africans
1, we do possess the inner strength to achieve excellence
1, we have the will to persevere against all odds
1,we enter 1996 as cabinet and the rest of the executive as parliamentarians as workers and managers as professionals traditional leaders security forces students and communities in general faced with the challenge of bringing these positive qualities to beat on every thing we do to make south africa a winning nation
1,we must bring out the best in all of us and like our sports-persons perform better everywhere
1,to expand the economy and create jobs
1,to improve the quality of life for all
1,to expand the frontiers of freedom and
1,to ensure comprehensive security for all citizens
1,these are the critical challenges that we face within and outside these hallowed chambers
1,in october this year we shall pass the half-way mark of the present legislature and its executive
1, the nation and the world will judge us not on whether we mean to do good but above all on whether we have mobilised south africans to work together to improve their quality of life
1,indeed madame speaker we can say with confidence that steadily but surely the great majority of south africans do feel that things are improving for the better
1, we are on our way south africa is on its way to a better future
1,life has started to have real meaning for the hundreds of thousands who now have access to clean and safe drinking water
1, the benefits of democracy have a tangible impact for the 400000 homes which have been supplied with electricity during the course of last year
1, to the millions of children who benefit from the school nutrition scheme free medical care and free and compulsory education not only has the present become better there is also great confidence in the future
1,this is the case with communities where the clinic-building programme and the district health system are taking root the workers in public works programmes the communities who can at least feel secure on a piece of land they can call their own and the families who for the first time are benefiting from the farmer support programme and extension of agricultural credit
1,at last millions who had no hope in the future can look ahead with confidence in the full knowledge that they have a government prepared to work together with them to build a better life for all
1,we formally start the third session of the democratic parliament with south africas economy healthier than in many decades
1, the rekindling of business confidence and optimism reflect the solid foundation on which the economic upswing is based
1, the expansion of the manufacturing sector phenomenal growth in fixed investments and large capital inflows hold out a promise for a durable recovery and the potential for an even better performance
1,we enter 1996 with no hesitation about the extent to which democracy has taken root in our society
1,the confidence of the population in the democratic process was again shown during the local government elections
1,at the same time the institutions charged with safeguarding constitutional freedoms such as the human rights commission the land commission and the office of the public protector have been formed
1, the constitutional court has in its one year of existence firmly asserted itself as an independent impartial and authorita- tive guardian of the constitution
1, in brief south african politics is ascending to the level of normalcy where civilised standards of political relations will be entrenched unmediated by antagonistic conflict or administrative interventions
1,the progress we have made across the board is a result in great measure of the intervention of honourable members gathered here and the provincial legislators in setting the parameters and direction of transformation in your devoted the citizenry
1,performance of these elected institutions
1, our legislatures are in the first instance the custodians of the new system and secondly the bodies through which the programme of reconstruction and development nation-building and reconciliation can and should be codified and turned into a living reality
1,yes south africa is not only on the right road
1, we are well on our way to making this the country of our dreams
1, i take the opportunity to congratulate all south africans in the public and private sectors the most prominent in the land as well as the humble member of the community all of whom are striving to add another brick to the edifice of our democracy
1, we have set out on this road together and we should together aim for the stars
1,madame speaker
1,if these achievements are something to be proud of this is because they have laid the foundation to make a real impact on the inequities of the past
1, for we are only at the beginning of a long journey a journey we should undertake with expedition if our con- sciences are not impervious to the cries of desperation of millions
1, but this is a journey too that requires thorough planning and tenacious industry if we are to remain on course and capable of sustaining our march
1,let me preface the identification of the challenges of the coming year by saying that all of us all south africans are called upon to become builders and healers
1, but for all the joy and excitement of creation to build and to heal are difficult undertakings
1,we can neither heal nor build if such healing and building are perceived as one-way process with the victims of past injustices forgiving and the beneficiaries merely content in gratitude
1, together we must set out to correct the defects of the past
1,we can neither heal nor build if on the one hand the rich in our society see the poor as hordes of irritants or if on the other hand the poor sit back expecting charity
1, all of us must take responsibility for the upliftment of our conditions prepared to give our best to the benefit of all
1,we can neither heal nor build if we continue to have people in positions of influence and power who at best pay lip service to affirmative action black empowerment and the emancipation of women or who are in reality opposed to these goals if we have people who continue with blind arrogance to practice racism in the work-places and schools despite the appeal we made in our very first address to this parliament
1, we must work together to ensure the equitable distribution of wealth opportunity and power in our society
1,we cannot build or heal our nation if in both the private and public sectors in the schools and universities in the hospi- tals and on the land in dealing with crime and social dislocation if we continue with business as usual wallowing in notions of the past
1, everywhere and in everything we do what is now required is boldness in thinking firmness in resolve and consistency in action
1,the message i am trying to convey is that all of us must take the national project of accelerated and fundamental transformation of our country very seriously indeed
1, the achievement of the objectives of equity non-racialism and non-sexism constitute the very essence of the new society we seek to build
1,in the history of nations generations have made their mark through their acumen to appreciate critical turning points and with determination and creativity to seize the moment
1, south africa is well on its way to a new and better life
1, this we will achieve only if we shed the temptation to proceed casually along th road only if we fully take the opportunities that beckon
1,we must unite in a new patriotism to achieve the goal of creating a new society
1,madame speaker
1,the potential for economic growth and development are better than in many decades
1, but let us be brutally frank
1,despite the welcome rate of growth very few jobs have been created
1, in fact against the backdrop of new entrants into the job market there has been a shrinkage in opportunities
1, we need a national vision to lift us out of this quagmire
1,if we do not act together in the public and private sectors to develop and implement such a national strategic vision the danger is that even the modest growth we have attained will peter out in a matter of a few years as the strain of limited capacity skills shortage balance of payments and other constraints start to gather momentum and as increasing unemployment and accelerating poverty bear down on our society
1,to move forward with purpose requires that we extricate the public and private sectors from the current comfort zones and break through the threshold to achieve a rate of growth sufficient to create jobs and generate resources for rapid socio-economic programmes to uplift the poor
1,for purposes of emphasis let me identify three important investment challenges and attendant difficult choices that have to be made
1,firstly we require major investment in infrastructure including such areas as municipal services housing and construction and telecommunications in order to create jobs at the same time as we improve services to the citizenry
1, as we enter these areas in a decisive manner the question will arise over and over again whether we can attain our objective if the profit motive is the only dynamo of our actions
1,secondly we need investment and restructuring of manufacturing and other industries such as tourism agriculture and mining which are critical for export and foreign exchange earnings
1, related to this for instance is the challenge whether we can continue with the same structure of our agricultural industry given our capricious climatic conditions
1,thirdly none of the economic objectives we aspire to can be realised without massive investment in people
1, i refer here to questions of skills development adult education and the overhaul of our entire education system as well as health and other services which i will return to later
1, indeed as we struggle to widen the skills base and to absorb more people into the economy the challenge will continue to face organised labour and the employed in general including the managers can we succeed if we premise our actions narrowly on the interests of those who are already economically engaged
1,when all is said and done we return again to the challenge of a new south african patriotism that at the end of each day everyone of us should afford a smile in his or her face when we pose to ourselves the question what have i done today to create jobs and improve my skills and those of others
1,as government we fully acknowledge the critical role that we need to play in realising the vision of growth and development
1,i wish to emphasise that over the past year government has moved to a new level of co-ordination that is unprecedented in the history of our country
1, it is quite clear to us that success in achieving the growth and development objectives we have identified requires integration of planning and operations across departments and provinces
1, important cross-sectoral meetings and inter-govern- mental forums are being held to elaborate the growth and development strategy and the institutional mechanisms required to drive it
1,i should personally make the observation that we are finally succeeding in galvanising government to give effective leadership to economic growth and development
1, within weeks we should be able to make major announcements on the progress made
1,in order to improve the investment climate our monetary authorities are reviewing on an on-going basis the timing and pace of lifting existing exchange controls
1, for us it is not a matter of whether but of when these controls will be phased out
1,it is critical if we have to promote competitiveness export and the creation of jobs that we should have in place the necessary supply-side measures
1, already consensus is being reached in nedlac about the required incentives that will help boost training pro- ductivity work organisation and investment in particular industries and regions
1, arguably the most important measures in this regard pertain to the development of small and medium-sized businesses
1,relevant legislation on these issues as well as the critical question of competitive practices in the economy should come before parliament during the course of this session
1,i am convinced that the various role-players in the economy have long passed questioning the need or otherwise for such competitive practices and the long-term benefits this will bring to the economy including big and small companies
1, i hope too that legislation on employment equity and standards will be passed in this session with the support of all relevant stake-holders
1,this should also be the case with the restructuring of public assets in order to use them to accelerate growth and development attune them with modern levels of technology reorganise them to expand services to all citizens and reshape them in line with the imperatives of internal democracy
1,it was to be expected that such a massive undertaking should generate much debate among the public and the working class in particular
1, what is clear though is that there was a breakdown of communication which precipitated unnecessary acrimony on an issue that should enjoy the support of all interested parties
1, i am happy that the national framework agreement negotiated between government and the trade unions was adopted by cabinet two days ago
1,therefore the governments relationship with labour from the level of the executive as a whole to the departments and the management of public enterprises must be set on a viable footing to ensure co-operative rather than confrontational interaction
1, we are confident that the restructuring programme will be carried out with due speed - and carried out in a manner that involves and benefits all stake-holders
1,madame speaker and honourable members
1,it is the firm view of the government of national unity that the growth and development strategy should be pursued in an integrated manner
1, we do not subscribe to the notion that growth on its own can rectify the backlogs of apartheid in a mysterious trickle-down fashion
1, in any case in our skewed social structure there cannot be growth without development
1,areas of development that protect and improve our human resources
1,four important areas identify themselves for special mention
1,the first area is education
1, on this the 20th anniversary of the students uprising and the oau-declared year of education in africa we face the stark reality that south africa lags behind many african countries in so far as literacy and other human development indicators are concerned
1,we owe it to that corps of brave young people who rose up against the apartheid system to institute further measures this year decisively to move towards a non-racial democratic and equitable education system
1, if anything the matric results last year and the reality of children in the northern province and elsewhere whose classes have to scatter in disarray at the first signs of rain are a stark reminder of how far we still are from that goal
1,clearly rectifying these imbalances will require redistribution of the limited resources among races and provinces
1, it will also require even greater commitment to teach and to learn from teachers and students alike
1, and i would like to take this opportunity to congratulate them as well as the parents for the stability that has set in in our institutions of learning
1,two days ago cabinet adopted the white paper on education
1, the centre-piece of such restructuring should be the establishment of a quality-driven public school system available to all south african children
1, among other things that should drive this is democratic governance involving parents teachers and students at secondary level a curriculum and career-guidance scheme that are more appropriate to the needs of the country and community involvement
1, adult basic education and early
1,at university and technikon levels it is necessary that the debate on transformation starts in earnest in an organised manner so that policy positions can emerge to guide these autonomous institutions
1,as one measure of our commitment to tackle the backlogs in the building of schools r1-billion has been allocated for this purpose
1, a further r300-million has been set aside for a student financing support scheme for universities and technikons
1,the matter of retrenchment of teachers has once again arisen though in a sensational and unfortunate manner
1, today i once more wish to reassure teachers that this government is committed to re-deploy rather than retrench teachers
1, any other approach would not make sense given the needs in many parts of the country
1, this process itself will be the subject of extensive consultation and only in extreme cases will the possibility of retrenchment be considered
1,i hope that this year will see co-operation among all parties in these chambers to facilitate educational reform
1, pronouncements about economic growth sound hollow if they are followed up by attempts to block by hook or by crook legislation meant to equip children with the required skills
1, declarations of loyalty to democracy can only be but mere words if in actual practice people are seen to defend islands of white privilege
1,the second important area is health delivery
1, many steps have been taken to introduce a new health policy based principally on greatly expanding the primary health care system
1, the clinic-build- ing programme often seems insignificant by the standards of those who have resources in abundance
1, but in the rural areas and sprawling urban settlements this is a matter literally of life and death
1, it is therefore of great significance that we have moved from the planning stages to actual implementation
1,during the course of last year many ugly incidents took place which brought to the fore the terrible conditions under which health workers operate
1, let me take this opportunity to pay tribute to them for their selfless service to communities
1, while we strongly disapprove of some of these incidents we fully appreciate their plight
1, discussions are at an advanced stage to formulate a new grading system and avail incentives especially in rural areas
1, like with all other professions we value very highly the services of doctors and other health workers and we shall do our best to ensure their security
1,i should once more emphasise the need for a massive education campaign on the aids epidemic and commend the relevant ministries for the work they are doing in this regard
1, we dare remind our- selves that all the objectives we outline here will not be pos- sible to attain if the aids epidemic is not brought under control
1,policy and implementation
1, it is a matter of common knowledge - painfully common to those without housing - that many constraints have bedevilled the proper implementation of this programme
1, but the staying power of this democratic government is its preparedness to acknowledge weaknesses and strive to rectify them
1, such is the quality of the minister and staff that they have critically and openly examined these problems and identified corrective measures
1,what is clear from their decisions is that we need not one but many integrated campaigns to deal with the housing problem
1, these include
1,greater commitment on the part of financial institutions to allocate resources to poor areas and
1,firm indications from communities that the rent and service boycotts have in the spirit of masakhane come to an end
1,over and above these issues we cannot over emphasise the centrality particularly of local government in the housing programme the provision of infrastructure and related campaigns
1, we also need to examine the pertinent question of the integration of our cities
1, too many of the low-cost housing initiatives are mere additions to apartheids black townships saddled with the same problems of distance from workplaces and lack of proper community facilities
1, to address this will require a creative approach among others to the question of residential densities which will also help to reduce infrastructural costs including those related to public transport
1,the fourth area pertains to land reform
1, i am certain that all of us welcome the passing of the bill on security of tenure and the launch last week of the green paper on land reform
1, when finalised the policies adopted will form an important part of our rural development strategy
1, for the first time in centuries families turned into insecure sojourners in the land of their birth can talk of real security
1,soon the land claims court will begin its work and we are confident that it will deal with the complex problems in a manner that ensures justice and promotes the agricultural interests of the country
1, no one has reason to fear the aim of government is to build not to destroy
1,in these four areas of our socio-economic programmes and others what is required is a partnership among all sectors communities government and the private sector
1, thus when we talk of the new patriotism we are talking also of efforts of communities to build one another and together build their future
1, we are talking of masakhane
1,madame speaker
1,the question needs to be posed whether we do indeed have a state machinery capable of meeting the objectives of growth and development
1,i should start off by thanking all ministers the public service commission and heads of department sincerely for their efforts in this difficult transitional period
1, steadily progress is being registered in making the public service broadly representative of society
1, from a trifle of 6 today black managers constitute 37 of this echelon
1, from less than 5 females now constitute 10 of management
1, progress yes - but not nearly enough
1,the public service commission has placed on the table a new salary and grading system which contains within it the potential to redress past inequalities stabilise labour relations and promote reform of the service
1, government supports this proposal in principle and discussions are continuing on ways of financing it
1, we are confident that when finalised the white paper and legislation will enjoy the support of workers and managers alike all of whom will have fully participated in their formulation
1,yet all this does not resolve some of the complex and immediate problems arising from the apartheid past
1,let us remind ourselves of this governments mandate which is to establish a single streamlined efficient and transparent public service and to allocate more public resources to capital expenditure
1, let us be frank and say that the current service is too large and it has to be rationalised
1, there is no other option
1,however our actions cannot ignore the painful truth that the most affected will be areas that are poor with low economic activity and little prospect for alternative employment
1, this means among other things searching for creative negotiated solutions that will help stimulate economic activity
1,the rationalisation process will not be vindictive
1, neither will it be carried out in a haphazard manner
1, rather it will affect all races and provinces
1, discussion are well advanced with the relevant ministry to set up the presidential review commission which will redefine the structure functions and procedures of the public service and relevant announcements can be expected soon
1,among the greatest challenges for 1996 is to further build the capacity of government to serve communities
1, nowhere is this needed more than at local level where government interacts on a daily basis with communities
1, it should therefore be the case that one of the main themes of this year will be the introduction of massive training programmes for the newly-elected councillors and their staff
1,local government must be given the necessary capacity not only to handle finances and render efficient and affordable services
1, it is critical that accountability and mobilisation of communities should also form part of their ethos
1, this elected officials at local level should know that in the final analysis nation- building and reconciliation economic growth and development will depend largely on the performance of local councils
1,despite predictions to the contrary the people showed their confidence in the new democracy and re-affirmed their mandate to the government of national unite in the november elections
1, our task at all levels is to justify that trust and confidence by mobilising them to work together for an improvement in their conditions of life
1, it is part of that mandate to ensure that there is co-operative governance among all tiers so that national provincial and local governments complement one another
1,in kwazulu-natal and parts of the western cape where local elections will take place in may we expect and should work for campaigns that are free of violence and intimidation campaigns which promote unity in our diversity
1, we hope that all the parties within and-outside this chamber will openly commit themselves to the conduct of free and fair elections
1,honourable members
1,the national effort to improve the quality of life of the people means also that each citizen and each community should enjoy security in the home at work and in the streets
1,we believe that it has now dawned on all present here that dealing with crime and violence requires a comprehensive strategy and hard work rather than just injunctions from election platforms
1,i am happy to announce that cabinet will soon unveil the national crime prevention strategy for public comment
1, this strategy brings together the combined efforts of the police judiciary and prison authorities in an effective criminal justice system
1, the aim is not only to improve the capacity of police to prevent crime and apprehend criminals but it is also to ensure that they are dealt with to the full extent of the law and properly rehabilitated
1,we commend the business community for the campaign they have launched against crime and corruption
1, some of the practical steps that they have taken are starting to bear fruit and the many proposals from their conference will form part of the strategy we have referred to
1, within communities co-operation with the police is improving by the day with positive results
1,no one can doubt the commitment of the south african police service to deal with crime
1, and we pay tribute to them for daily putting their lives in danger in the service of their country
1, great progress has been made in transforming this institution integrating the various services introducing civilian oversight and ensuring professionalism in their operations
1,the dedication with which the leadership of the service has gone about rooting out corruption and taking the war to the syndicates and other criminals should be commended
1, and the abiding lesson from their successes is that this can only be accomplished with the co-operation of communities and individual citizens
1,we should also remind ourselves over and over again that crime constitutes more than just drug trafficking and car hijacking
1, when tons and tons of vegetables disappear without trace in a city council depot this is criminal conduct of the worst order
1, when billions are siphoned off from companies and out of the country this is criminal robbery of the nations resources
1, when food and funds meant for school children are stolen this is criminal plunder against our children and our future
1,a particular feature of crime in our country is the violence afflicting kwazulu-natal the taxi industry as well as bizarre incidents of gang warfare and other murders
1, by any name and under any guise this is criminal conduct and it should be dealt with as such
1,incidents in the kwazulu-natal south coast where individuals have organised themselves to undermine physically and otherwise investigations into the murders which took place over the holiday period
1, armed with an assortment of weapons they have taken it upon themselves in full view of the public media to challenge the nations law-enforcement agencies
1,i am today issuing a strong warning to these elements that this cannot be allowed to continue
1, the time has come for our nation to choose whether we want to become a law-governed and peaceful society or hapless hostages of lawlessness
1, i have discussed this matter with the ministry and the leadership of the police service and they have assured me that strong action will be taken
1,in addition to this i wish to announce today that preparations are under way to introduce measures that will prohibit the carrying of dangerous weapons in public manifestations
